event,threshold,q_threshold,tail,n,n_events,base_rate,brier,brier_ref,bss,roc_auc,reliability,resolution,uncertainty
Q90_upper,35.05,0.9,upper,23420,2359,0.1007258753202391,0.05936942032305027,0.09058017336121073,0.3445649514679101,0.9162615591332542,0.0010390870323787795,0.03157467526499949,0.09058017336121076
Q10_lower,4.593,0.1,lower,23420,2314,0.09880444064901793,0.10464402749422139,0.08904212315705261,-0.17521936566640628,0.7629099660838599,0.023206716146424656,0.007078585142062734,0.08904212315705262
