model,split,fold,code,basin,domain,n,kge,kge_raw,kge_ss,kge_ss_raw,nse,nse_raw,lognse,lognse_raw,pbias,pbias_raw,kge_r,kge_r_raw,kge_beta,kge_beta_raw,kge_gamma,kge_gamma_raw,peak_timing_err,peak_timing_err_raw,crps,crps_raw
stacked,temporal,,15102,CHU,core,379,-1.3568016862543533,-1.1349937293300565,-0.6665104542623431,-0.5096685438000392,-42.451059239924724,-3.1794825983278248,-6.145544496416558,-97.29339797604489,110.99275026970427,-24.982994508083603,-0.0030374380223089116,0.5376481699839201,2.109927502697043,0.7501700549191641,2.821123561160448,3.0693027830891135,168.57142857142858,34.214285714285715,,
stacked,temporal,,15149,CHU,core,368,-0.3709283597250317,-0.04768102110562711,0.030607260317479575,0.2591776454557647,-5.734776100474582,-5.105685980870681,-2.0928261700264508,-10.709046956719721,72.99926277174198,75.23146861632713,-0.15071550440280385,0.8629684382656027,1.7299926277174198,1.7523146861632715,1.149696890093225,1.7161567468484953,128.76923076923077,34.92307692307692,,
stacked,temporal,,15171,CHU,core,301,0.763495195133017,0.7348426306674515,0.8327658486953551,0.812505426063369,0.7231584363993632,0.6761144424116627,0.810023572586873,0.0048286388479242826,-12.27666077230356,-19.56052811571492,0.8718519330879667,0.8526494526550135,0.8772333922769644,0.8043947188428507,0.8436639654460397,1.1016603201447006,31.583333333333332,8.666666666666666,,
stacked,temporal,,15189,CHU,core,371,0.4228245386535906,0.385325747773518,0.5918753173474799,0.5653596680298844,0.3635875951087384,0.5254597432536384,0.010785187719139944,-2.624994264414211,35.492561245801696,-12.73898697955946,0.7277255159849443,0.8903626261259657,1.354925612458017,0.8726101302044054,0.6352728031033643,1.5912494428527197,14.461538461538462,34.38461538461539,,
stacked,temporal,,15194,CHU,core,397,0.32686923016824465,0.2377223076986431,0.5240246680266447,0.46098827462647807,-0.07393585710889528,0.4920227612747238,-0.2383998806850567,-11.013649260179395,38.16325376608012,-29.072976337674096,0.5386157964298862,0.8500777990357649,1.3816325376608012,0.7092702366232589,0.6924512133191864,1.6885251037727134,43.2,38.666666666666664,,
stacked,temporal,,15212,CHU,core,296,-0.07509421519033377,0.3979161756531764,0.23979359002448566,0.5742624449616309,-1.062148111639066,0.4421409020005391,-0.8216549327196372,-14.082433357760586,69.08069297874395,-15.090248405505015,0.2772371381837183,0.8398383153004634,1.6908069297874397,0.84909751594495,0.6047441298696383,1.5604298409259791,76.5,48.083333333333336,,
stacked,temporal,,15214,CHU,core,393,0.14702809155151342,0.3558730462708639,0.3968577793744442,0.5445334630730944,-0.38419046476751983,0.38873187030545,-0.5458352470574197,-8.627863152821941,54.65753054357418,-15.912249311669251,0.47063078193074354,0.8290953499028235,1.546575305435742,0.8408775068833075,0.6145330843628435,1.6003092247166175,55.06666666666667,37.8,,
stacked,temporal,,15215,CHU,core,301,0.8060662948026613,0.7662462898923561,0.862868161954329,0.8347111664553706,0.8519617122420406,0.7379431811051653,0.7848698314144463,-0.29601601811356915,8.703434546322608,-12.777403924743453,0.9284898565368603,0.8806342031073644,1.087034345463226,0.8722259607525654,0.8421342212408363,1.1551334857974562,13.583333333333334,37.0,,
stacked,temporal,,15256,TALAS,core,402,0.7591698678715169,0.38641009723029107,0.8297073804578974,0.5661264188839444,0.7196727124482837,0.5145588226318717,0.790130261326744,-0.47807652452585847,-8.674516600901223,-27.249610108374497,0.8638001717577556,0.8474095234014517,0.9132548339909878,0.7275038989162551,0.8213270151873129,1.5281615189755178,8.538461538461538,35.0,,
stacked,temporal,,15259,TALAS,core,399,0.22507968832734226,0.37574317331198515,0.4520485927370708,0.5585837646469094,-0.02197148241453295,-1.2157481821728027,-0.28678458026743425,-1.331988004089542,-30.352058653951534,36.07022361163095,0.45183574923551745,0.7544411303830705,0.6964794134604844,1.3607022361163092,0.5440474836418042,1.4464205686118643,93.42857142857143,30.5,,
stacked,temporal,,15261,TALAS,core,402,0.2131383619885816,-0.007977369055691907,0.44360479990657165,0.28725236705814505,-0.8180848878866025,-2.8273029175027955,-0.4307591287481971,-2.0135216186152274,-7.1073543332783675,21.096401307798235,0.2818202888951452,0.12969053724827223,0.9289264566672162,1.2109640130779822,1.313556520215228,1.4626813166308603,160.3846153846154,70.38461538461539,,
stacked,temporal,,15283,TALAS,core,381,0.8209085277487038,0.6751847194222591,0.8733632055184261,0.7703209124704683,0.8394171598831617,0.6590623423375565,0.7385791381504173,0.4864087212171294,-7.224326694534917,-30.213276848419078,0.9295979677171182,0.9054494174639528,0.9277567330546511,0.6978672315158094,0.8520195294485117,0.9273298957825903,9.333333333333334,9.333333333333334,,
stacked,temporal,,15285,TALAS,core,381,0.9156867069946575,0.7280976164022757,0.940381498771754,0.8077359807372633,0.8932101010991189,0.6801883020882606,0.9305614290196028,0.7153844565227419,-6.508444541476337,-9.443518674309754,0.947451474820586,0.837666566006643,0.9349155545852368,0.9055648132569026,1.010554565075167,0.8033766089224256,11.0,10.916666666666666,,
stacked,temporal,,15287,TALAS,core,380,0.7492312369155527,0.7353488542818749,0.8226797071132246,0.8128633802139247,0.5649390958364153,0.6194603945234187,0.41147102373213984,0.3703524478314165,-9.763887532832234,-15.275937224369319,0.7816409778615496,0.8037979537518454,0.9023611246716776,0.8472406277563066,1.0753057767655558,0.9093933767891884,11.666666666666666,10.0,,
stacked,temporal,,16093,NARYN,core,156,0.7742683766273172,0.6783861855728106,0.8403836383849284,0.7725846908952625,0.7700356483930302,0.7407080781966799,0.5539531802986097,0.6008078254629285,-18.44955207521821,8.320784503011659,0.8942063807503371,0.8688429453026569,0.815504479247818,1.0832078450301166,1.0756563198874043,0.718380172645872,8.2,8.2,,
