regime,n_obs,n_gauges,kge_raw,kge,kge_r_raw,kge_r,kge_beta_raw,kge_beta,kge_gamma_raw,kge_gamma,nse_raw,nse,lognse_raw,lognse,pbias_raw,pbias,d_kge,d_pbias_abs
accumulation,10294,72,0.06736201179014178,0.5754747094031338,0.5528816174193458,0.7072808523322076,0.6480833946078852,0.9475910175396036,1.350274951987557,0.8373188198887493,-1.2118216586510961,0.31045159105589715,-4.432529705393562,0.26130471757806395,-35.191660539211476,-5.240898246039627,0.508112697612992,29.95076229317185
melt_freshet,2556,72,0.22615932056519328,0.7334065631925993,0.6992852009772812,0.8284623486349405,0.6897664776334383,0.9669845282523409,1.1195921150972463,0.9766526377685333,-0.634354215728147,0.5339408346006538,-1.0576440530121862,0.5975230968750621,-31.023352236656162,-3.3015471747658927,0.5072472426274061,27.72180506189027
rain_on_snow,1279,64,0.21194638678568567,0.6254237741205787,0.6575790383066418,0.7574158605995909,0.7369235389460949,0.9959346398635431,1.111646277586333,0.9414766469706974,-0.9829576222543499,0.2951075081965771,-1.2764937322540193,0.41238796895055385,-26.3076461053905,-0.406536013645702,0.41347738733489303,25.901110091744798
recession,9291,74,0.34894981439574085,0.7652611583833784,0.7788457777847857,0.8571361560546706,0.9980225221333238,0.9109989017853899,1.1159666389738943,1.031676726465697,-0.08881689822598626,0.6546198156164653,-0.3454050325721405,0.6787554814904296,-0.19774778666761048,-8.900109821461008,0.4163113439876375,-8.702362034793397
all,23420,74,0.38586792250190455,0.8248668951914911,0.8055920816875981,0.8973821506920505,0.8724180454784853,0.9299065362852196,1.1388909754385295,0.9936615031215161,0.09860700747724271,0.7664219030015995,-0.35875929124758343,0.7967306917461352,-12.758195452151456,-7.009346371478047,0.4389989726895866,5.748849080673409
