split,n,pit_mean,pit_ks,calibration_error,cov_0.5,width_0.5,cov_0.8,width_0.8,cov_0.9,width_0.9,crps_model_discharge,crps_clim_pooled,crps_clim_season,crpss_pooled,crpss_season,crps_ref_residualspace,crpss_residualspace_bug
temporal,15616,0.5320397871574262,0.1747566598360656,0.07755608283002591,0.33043032786885246,17.133013346227635,0.5730020491803278,32.92769026534708,0.6815445696721312,42.698275303545024,11.594817534820084,51.877592991347896,50.6919629079363,0.7764966170123996,0.7712691150690318,0.8471655180478029,-12.686602308293931
pur,5569,0.4345980060602499,0.21906985096067516,0.08980162743004035,0.3454839288920812,220.21500485365266,0.5645537798527563,447.8326000836344,0.6615191237205962,610.416044685549,111.38102620042378,196.93914037344024,189.8778479759143,0.43443936035660213,0.4134069487950365,0.8796299638210067,-125.62259220524732
